Bus,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,SubNumber,AreaName,NomkV,BusCat,Vpu,kV,Vangle,LoadMW,SubIDExtra,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,City,County,State,SubLatitude,SubLongitude
110167,MONTROSE 1 4,38,AR,1,PQ,1.02598,1.026,-30.86,,38,,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.34,-91.57
110168,NEW EDINBURG 1,39,AR,115,PQ,1.02831,118.256,-25.65,2,39,0.5,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.75,-92.19
110169,NEW EDINBURG 2,39,AR,18,PQ,1.02831,18.51,-25.65,,39,,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.75,-92.19
110170,NEW EDINBURG 3,39,AR,18,PQ,1.02831,18.51,-25.65,,39,,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.75,-92.19
110171,NEW EDINBURG 4,39,AR,1,PQ,1.02831,1.028,-25.65,,39,,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.75,-92.19
110172,STAR CITY 1 1,40,AR,115,PQ,1.02271,117.611,-26.26,8.8,40,3,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.93,-91.82
110173,STAR CITY 1 2,40,AR,18,PQ,1.02271,18.409,-26.26,,40,,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.93,-91.82
110174,STAR CITY 1 3,40,AR,18,PQ,1.02271,18.409,-26.26,,40,,,,,0,0,1,1,Airlie,Pipestone County,Minnesota,33.93,-91.82
110175,STAR CITY 1 4,40,AR,1,PQ,1.02271,1.023,-26.26,,40,,,,,0,0,1,1,Aitkin,Aitkin County,Minnesota,33.93,-91.82
110176,STAR CITY 2 1,41,AR,161,PQ,1.02407,164.875,-24.51,,41,,,,,0,0,1,1,Akaska,Walworth County,South Dakota,33.91,-91.83
110177,STAR CITY 2 2,41,AR,115,PQ,1.02316,117.664,-26.45,8.4,41,1.4,,,,0,0,1,1,Akaska,Walworth County,South Dakota,33.91,-91.83
110178,STAR CITY 2 3,41,AR,13.8,PQ,1.02316,14.12,-26.45,,41,,,,,0,0,1,1,Akeley,Hubbard County,Minnesota,33.91,-91.83
110179,STAR CITY 2 4,41,AR,13.8,PQ,1.02316,14.12,-26.45,,41,,,,,0,0,1,1,Akers,Tangipahoa Parish,Louisiana,33.91,-91.83
110180,STAR CITY 2 5,41,AR,1,PQ,1.02316,1.023,-26.45,,41,,,,,0,0,1,1,Akers,Tangipahoa Parish,Louisiana,33.91,-91.83
110181,STAR CITY 3 1,42,AR,115,PQ,1.0204,117.346,-25.82,7.6,42,1.9,,,,0,0,1,1,Akron,Fulton County,Indiana,33.96,-91.89
110182,STAR CITY 3 2,42,AR,22,PQ,1.0204,22.449,-25.82,,42,,,,,0,0,1,1,Alabama Landing,Union Parish,Louisiana,33.96,-91.89
110183,STAR CITY 3 3,42,AR,22,PQ,1.0204,22.449,-25.82,,42,,,,,0,0,1,1,Alamando,Midland County,Michigan,33.96,-91.89
110184,STAR CITY 3 4,42,AR,1,PQ,1.0204,1.02,-25.82,,42,,,,,0,0,1,1,Alanthus Grove,Gentry County,Missouri,33.96,-91.89
110185,WARREN 1 1,43,AR,115,PQ,1.02326,117.675,-28.11,9,43,2.6,,,,0,0,1,1,Albany,Green County,Wisconsin,33.51,-92.04
110186,WARREN 1 2,43,AR,13.8,PQ,1.02164,14.099,-28.99,9.8,43,0.5,,,,0,0,1,1,Albany,Gentry County,Missouri,33.51,-92.04
110187,WARREN 1 3,43,AR,13.8,PQ,1.02316,14.12,-28.16,,43,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.51,-92.04
110188,WARREN 1 4,43,AR,1,PQ,1.02316,1.023,-28.16,,43,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.51,-92.04
110189,WARREN 2 1,44,AR,115,PQ,1.02398,117.758,-27.8,9.2,44,4.4,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.58,-92.04
110190,WARREN 2 2,44,AR,20,PQ,1.02015,20.403,-28.58,10.3,44,2.4,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.58,-92.04
110191,WARREN 2 3,44,AR,20,PQ,1.02403,20.481,-27.79,,44,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.58,-92.04
110192,WARREN 2 4,44,AR,1,PQ,1.02403,1.024,-27.79,,44,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.58,-92.04
110193,WARREN 3 1,45,AR,161,PQ,1.02963,165.771,-27.74,,45,,,,,0,0,1,1,Albany,Delaware County,Indiana,33.57,-92.07
110194,WARREN 3 2,45,AR,115,PQ,1.02481,117.853,-27.8,8.3,45,0.9,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.57,-92.07
110195,WARREN 3 3,45,AR,13.8,PQ,1.02481,14.142,-27.8,,45,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.57,-92.07
110196,WARREN 3 4,45,AR,13.8,PQ,1.02481,14.142,-27.8,,45,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.57,-92.07
110197,WARREN 3 5,45,AR,1,PQ,1.02481,1.025,-27.8,,45,,,,,0,0,1,1,Albany,Stearns County,Minnesota,33.57,-92.07
110198,WATSON 1 1,46,AR,115,PQ,1.03554,119.087,-29.48,2.3,46,0.9,,,,0,0,1,1,Albee,Grant County,South Dakota,33.83,-91.25
110199,WATSON 1 2,46,AR,13.8,PQ,1.0347,14.279,-29.63,2.2,46,0.6,,,,0,0,1,1,Albeison,Jones County,Mississippi,33.83,-91.25
110200,WATSON 1 3,46,AR,13.8,PQ,1.03559,14.291,-29.48,,46,,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.83,-91.25
110201,WATSON 1 4,46,AR,1,PQ,1.03559,1.036,-29.48,,46,,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.83,-91.25
110202,BEARDEN 1 1,47,AR,161,PQ,1.03512,166.654,-22.11,,47,,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.75,-92.62
110203,BEARDEN 1 2,47,AR,115,PQ,1.03293,118.787,-24.09,6.3,47,1.5,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.75,-92.62
110204,BEARDEN 1 3,47,AR,13.8,PQ,1.03293,14.254,-24.09,,47,,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.75,-92.62
110205,BEARDEN 1 4,47,AR,13.8,PQ,1.03293,14.254,-24.09,,47,,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.75,-92.62
110206,BEARDEN 1 5,47,AR,1,PQ,1.03293,1.033,-24.09,,47,,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.75,-92.62
110207,BEARDEN 2 1,48,AR,115,PQ,1.03342,118.844,-23.65,3.5,48,0.4,,,,0,0,1,1,Albert Lea,Freeborn County,Minnesota,33.77,-92.75
110208,BEARDEN 2 2,48,AR,13.8,PQ,1.03342,14.261,-23.65,,48,,,,,0,0,1,1,Albia,Monroe County,Iowa,33.77,-92.75
110209,BEARDEN 2 3,48,AR,13.8,PQ,1.03342,14.261,-23.65,,48,,,,,0,0,1,1,Albia,Monroe County,Iowa,33.77,-92.75
110210,BEARDEN 2 4,48,AR,1,PQ,1.03342,1.033,-23.65,,48,,,,,0,0,1,1,Albion,Calhoun County,Michigan,33.77,-92.75
110211,BEARDEN 3 1,49,AR,115,PQ,1.03133,118.603,-24.58,3.3,49,0.9,,,,0,0,1,1,Albion,Calhoun County,Michigan,33.86,-92.59
110212,BEARDEN 3 2,49,AR,13.8,PQ,1.0297,14.21,-24.82,3.4,49,1.1,,,,0,0,1,1,Albion,Carter County,Montana,33.86,-92.59
110213,BEARDEN 3 3,49,AR,13.8,PQ,1.03123,14.231,-24.6,,49,,,,,0,0,1,1,Albion,Calhoun County,Michigan,33.86,-92.59
110214,BEARDEN 3 4,49,AR,1,PQ,1.03123,1.031,-24.6,,49,,,,,0,0,1,1,Albion,Edwards County,Illinois,33.86,-92.59
110215,CARTHAGE 1 1,50,AR,115,PQ,1.03051,118.509,-24.74,2.3,50,0.3,,,,0,0,1,1,Albion,Carter County,Montana,33.99,-92.55
110216,CARTHAGE 1 2,50,AR,13.2,PQ,1.02928,13.586,-24.98,2.5,50,0.6,,,,0,0,1,1,Albion,Noble County,Indiana,33.99,-92.55
110217,CARTHAGE 1 3,50,AR,13.2,PQ,1.0304,13.601,-24.76,,50,,,,,0,0,1,1,Albion,Carter County,Montana,33.99,-92.55
110218,CARTHAGE 1 4,50,AR,1,PQ,1.0304,1.03,-24.76,,50,,,,,0,0,1,1,Albion,Edwards County,Illinois,33.99,-92.55
110219,CHIDESTER 1 1,51,AR,115,PQ,1.03528,119.058,-22.93,3.7,51,0.5,,,,0,0,1,1,Albion,Calhoun County,Michigan,33.71,-92.95
110220,CHIDESTER 1 2,51,AR,13.8,PQ,1.03382,14.267,-23.27,3.1,51,0.6,,,,0,0,1,1,Albion,Calhoun County,Michigan,33.71,-92.95
110221,CHIDESTER 1 3,51,AR,13.8,PQ,1.03515,14.285,-22.96,,51,,,,,0,0,1,1,Albion,Carter County,Montana,33.71,-92.95
110222,CHIDESTER 1 4,51,AR,1,PQ,1.03515,1.035,-22.96,,51,,,,,0,0,1,1,Albion,Pushmataha County,Oklahoma,33.71,-92.95
110223,CHIDESTER 2 1,52,AR,115,PQ,1.03432,118.946,-21.85,2.5,52,0.6,,,,0,0,1,1,Albion,Edwards County,Illinois,33.76,-93.02
110224,CHIDESTER 2 2,52,AR,13.8,PQ,1.03432,14.274,-21.85,,52,,,,,0,0,1,1,Albion,Edwards County,Illinois,33.76,-93.02
110225,CHIDESTER 2 3,52,AR,13.8,PQ,1.03432,14.274,-21.85,,52,,,,,0,0,1,1,Albion,Calhoun County,Michigan,33.76,-93.02
110226,CHIDESTER 2 4,52,AR,1,PQ,1.03432,1.034,-21.85,,52,,,,,0,0,1,1,Albion,Boone County,Nebraska,33.76,-93.02
110227,HAMPTON 1 1,53,AR,115,PQ,1.02696,118.1,-27.23,4.1,53,1.2,,,,0,0,1,1,Alcorn,Claiborne County,Mississippi,33.38,-92.47
110228,HAMPTON 1 2,53,AR,20,PQ,1.02564,20.513,-27.61,4.7,53,0.7,,,,0,0,1,1,Alcorn,Kay County,Oklahoma,33.38,-92.47
110229,HAMPTON 1 3,53,AR,20,PQ,1.02692,20.538,-27.25,,53,,,,,0,0,1,1,Alda,Hall County,Nebraska,33.38,-92.47
110230,HAMPTON 1 4,53,AR,1,PQ,1.02692,1.027,-27.25,,53,,,,,0,0,1,1,Alden,Hardin County,Iowa,33.38,-92.47
110231,HAMPTON 2 1,54,AR,115,PQ,1.02594,117.983,-27.98,4.5,54,1,,,,0,0,1,1,Alden,Caddo County,Oklahoma,33.43,-92.42
110232,HAMPTON 2 2,54,AR,18,PQ,1.02594,18.467,-27.98,,54,,,,,0,0,1,1,Alden,Hardin County,Iowa,33.43,-92.42
110233,HAMPTON 2 3,54,AR,18,PQ,1.02594,18.467,-27.98,,54,,,,,0,0,1,1,Alden,Caddo County,Oklahoma,33.43,-92.42
110234,HAMPTON 2 4,54,AR,1,PQ,1.02594,1.026,-27.98,,54,,,,,0,0,1,1,Alden,Caddo County,Oklahoma,33.43,-92.42
110235,HAMPTON 3 1,55,AR,115,PQ,1.0261,118.001,-27.73,4.2,55,1.8,,,,0,0,1,1,Alden,McHenry County,Illinois,33.43,-92.48
110236,HAMPTON 3 2,55,AR,18,PQ,1.0261,18.47,-27.73,,55,,,,,0,0,1,1,Alden Bridge,Bossier Parish,Louisiana,33.43,-92.48
110237,HAMPTON 3 3,55,AR,18,PQ,1.0261,18.47,-27.73,,55,,,,,0,0,1,1,Alden Bridge,Bossier Parish,Louisiana,33.43,-92.48
110238,HAMPTON 3 4,55,AR,1,PQ,1.0261,1.026,-27.73,,55,,,,,0,0,1,1,Alden Bridge,Bossier Parish,Louisiana,33.43,-92.48
110239,JUNCTION CITY 2 1,56,AR,115,PQ,1.02845,118.271,-27.51,3.5,56,0.6,,,,0,0,1,1,Aldine,Starke County,Indiana,33.02,-92.73
110240,JUNCTION CITY 2 2,56,AR,13.8,PQ,1.02845,14.193,-27.51,,56,,,,,0,0,1,1,Alert,Decatur County,Indiana,33.02,-92.73
110241,JUNCTION CITY 2 3,56,AR,13.8,PQ,1.02845,14.193,-27.51,,56,,,,,0,0,1,1,Alex,Grady County,Oklahoma,33.02,-92.73
110242,JUNCTION CITY 2 4,56,AR,1,PQ,1.02845,1.028,-27.51,,56,,,,,0,0,1,1,Alexander,Rush County,Kansas,33.02,-92.73
110243,MC NEIL 1 1,57,AR,115,PQ,1.02536,117.916,-21.64,1.3,57,0.3,,,,0,0,1,1,Alexander,Rush County,Kansas,33.34,-93.21
110244,MC NEIL 1 2,57,AR,18,PQ,1.02456,18.442,-21.71,1.5,57,0.8,,,,0,0,1,1,Alexander,Saline County,Arkansas,33.34,-93.21
110245,MC NEIL 1 3,57,AR,18,PQ,1.0253,18.455,-21.64,,57,,,,,0,0,1,1,Alexander,Rush County,Kansas,33.34,-93.21
110246,MC NEIL 1 4,57,AR,1,PQ,1.0253,1.025,-21.64,,57,,,,,0,0,1,1,Alexander,Rush County,Kansas,33.34,-93.21
110247,MC NEIL 2 1,58,AR,115,PQ,1.02556,117.939,-21.11,2.9,58,0.1,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.43,-93.19
110248,MC NEIL 2 2,58,AR,13.8,PQ,1.02556,14.153,-21.11,,58,,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.43,-93.19
110249,MC NEIL 2 3,58,AR,13.8,PQ,1.02556,14.153,-21.11,,58,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.43,-93.19
110250,MC NEIL 2 4,58,AR,1,PQ,1.02556,1.026,-21.11,,58,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.43,-93.19
110251,MOUNT HOLLY 1,59,AR,115,PQ,1.03323,118.821,-25.5,1.8,59,0.6,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.26,-92.91
110252,MOUNT HOLLY 2,59,AR,13.2,PQ,1.03323,13.639,-25.5,,59,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.26,-92.91
110253,MOUNT HOLLY 3,59,AR,13.2,PQ,1.03323,13.639,-25.5,,59,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.26,-92.91
110254,MOUNT HOLLY 4,59,AR,1,PQ,1.03323,1.033,-25.5,,59,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.26,-92.91
110255,NORPHLET 1,60,AR,115,PQ,1.03183,118.66,-26.04,3.4,60,0.2,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.31,-92.67
110256,NORPHLET 2,60,AR,13.8,PQ,1.03014,14.216,-26.36,3.3,60,0.8,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.31,-92.67
110257,NORPHLET 3,60,AR,13.8,PQ,1.03178,14.239,-26.05,,60,,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.31,-92.67
110258,NORPHLET 4,60,AR,1,PQ,1.03178,1.032,-26.05,,60,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.31,-92.67
110259,STEPHENS 1 1,61,AR,115,PQ,1.03414,118.926,-24.74,2.4,61,0.7,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.39,-93
110260,STEPHENS 1 2,61,AR,13.8,PQ,1.03309,14.257,-24.87,1.9,61,0.7,,,,0,0,1,1,Alexandria,Campbell County,Kentucky,33.39,-93
110261,STEPHENS 1 3,61,AR,13.8,PQ,1.03404,14.27,-24.75,,61,,,,,0,0,1,1,Alexandria,Madison County,Indiana,33.39,-93
110262,STEPHENS 1 4,61,AR,1,PQ,1.03404,1.034,-24.75,,61,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.39,-93
110263,STEPHENS 2 1,62,AR,161,PQ,1.03002,165.833,-20.66,,62,,,,,0,0,1,1,Alexandria,Madison County,Indiana,33.47,-93.05
110264,STEPHENS 2 2,62,AR,115,PQ,1.02803,118.224,-20.98,3.5,62,0.2,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.47,-93.05
110265,STEPHENS 2 3,62,AR,13.8,PQ,1.02803,14.187,-20.98,,62,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.47,-93.05
110266,STEPHENS 2 4,62,AR,13.8,PQ,1.02803,14.187,-20.98,,62,,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.47,-93.05
110267,STEPHENS 2 5,62,AR,1,PQ,1.02803,1.028,-20.98,,62,,,,,0,0,1,1,Alexandria,Rapides Parish,Louisiana,33.47,-93.05
110268,STRONG 1 1,63,AR,115,PQ,1.02415,117.777,-29.2,2.8,63,0.2,,,,0,0,1,1,Alexandria,Clark County,Missouri,33.19,-92.3
110269,STRONG 1 2,63,AR,13.8,PQ,1.02261,14.112,-29.52,2.8,63,0.6,,,,0,0,1,1,Alexandria,Douglas County,Minnesota,33.19,-92.3
110270,STRONG 1 3,63,AR,13.8,PQ,1.02424,14.135,-29.18,,63,,,,,0,0,1,1,Alexandria,Madison County,Indiana,33.19,-92.3
110271,STRONG 1 4,63,AR,1,PQ,1.02424,1.024,-29.18,,63,,,,,0,0,1,1,Alfordsville,Daviess County,Indiana,33.19,-92.3
110272,STRONG 2 1,64,AR,115,PQ,1.02362,117.717,-29.42,5.4,64,1,,,,0,0,1,1,Algoma,Kewaunee County,Wisconsin,33.12,-92.38
110273,STRONG 2 2,64,AR,18,PQ,1.02362,18.425,-29.42,,64,,,,,0,0,1,1,Algoma,Pontotoc County,Mississippi,33.12,-92.38
110274,STRONG 2 3,64,AR,18,PQ,1.02362,18.425,-29.42,,64,,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.12,-92.38
110275,STRONG 2 4,64,AR,1,PQ,1.02362,1.024,-29.42,,64,,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.12,-92.38
110276,BLEVINS 1 1,65,AR,115,PQ,1.03055,118.514,-17.09,1,65,0,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.75,-93.55
110277,BLEVINS 1 2,65,AR,13.8,PQ,1.03008,14.215,-17.16,0.9,65,0.3,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.75,-93.55
110278,BLEVINS 1 3,65,AR,13.8,PQ,1.03059,14.222,-17.08,,65,,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.75,-93.55
110279,BLEVINS 1 4,65,AR,1,PQ,1.03059,1.031,-17.08,,65,,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.75,-93.55
110280,BLEVINS 2 1,66,AR,115,PQ,1.03281,118.774,-16.32,1.6,66,0.6,,,,0,0,1,1,Algona,Kossuth County,Iowa,33.88,-93.51
110281,BLEVINS 2 2,66,AR,18,PQ,1.03281,18.591,-16.32,,66,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.88,-93.51
110282,BLEVINS 2 3,66,AR,18,PQ,1.03281,18.591,-16.32,,66,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.88,-93.51
110283,BLEVINS 2 4,66,AR,1,PQ,1.03281,1.033,-16.32,,66,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.88,-93.51
110284,BRADLEY 1 1,67,AR,115,PQ,1.0246,117.83,-23.27,1.7,67,0.6,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.1,-93.66
110285,BRADLEY 1 2,67,AR,13.8,PQ,1.0246,14.14,-23.27,,67,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.1,-93.66
110286,BRADLEY 1 3,67,AR,13.8,PQ,1.0246,14.14,-23.27,,67,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.1,-93.66
110287,BRADLEY 1 4,67,AR,1,PQ,1.0246,1.025,-23.27,,67,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.1,-93.66
110288,BRADLEY 2 1,68,AR,115,PQ,1.02417,117.78,-23.45,1.5,68,0.6,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.03,-93.73
110289,BRADLEY 2 2,68,AR,18,PQ,1.02417,18.435,-23.45,,68,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.03,-93.73
110290,BRADLEY 2 3,68,AR,18,PQ,1.02417,18.435,-23.45,,68,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.03,-93.73
110291,BRADLEY 2 4,68,AR,1,PQ,1.02417,1.024,-23.45,,68,,,,,0,0,1,1,Algonquin,McHenry County,Illinois,33.03,-93.73
110292,BRADLEY 3 1,69,AR,115,PQ,1.02592,117.981,-21.99,1.5,69,0.1,,,,0,0,1,1,Alice,Cass County,North Dakota,33.14,-93.81
110293,BRADLEY 3 2,69,AR,13.8,PQ,1.02592,14.158,-21.99,,69,,,,,0,0,1,1,Alix,Franklin County,Arkansas,33.14,-93.81
110294,BRADLEY 3 3,69,AR,13.8,PQ,1.02592,14.158,-21.99,,69,,,,,0,0,1,1,All,Webster County,Missouri,33.14,-93.81
110295,BRADLEY 3 4,69,AR,1,PQ,1.02592,1.026,-21.99,,69,,,,,0,0,1,1,Allegan,Allegan County,Michigan,33.14,-93.81
110296,BUCKNER 1 1,70,AR,115,PQ,1.02422,117.785,-19.96,2.8,70,0.4,,,,0,0,1,1,Allegan,Allegan County,Michigan,33.46,-93.42
110297,BUCKNER 1 2,70,AR,13.8,PQ,1.02422,14.134,-19.96,,70,,,,,0,0,1,1,Allegan,Allegan County,Michigan,33.46,-93.42
110298,BUCKNER 1 3,70,AR,13.8,PQ,1.02422,14.134,-19.96,,70,,,,,0,0,1,1,Allegan,Allegan County,Michigan,33.46,-93.42
110299,BUCKNER 1 4,70,AR,1,PQ,1.02422,1.024,-19.96,,70,,,,,0,0,1,1,Allegan,Allegan County,Michigan,33.46,-93.42
110300,DIERKS 1,71,AR,115,PQ,1.0348,119.002,-14.41,9.9,71,2.3,,,,0,0,1,1,Allegan,Allegan County,Michigan,34.13,-94.06
110301,DIERKS 2,71,AR,13.8,PQ,1.0348,14.28,-14.41,,71,,,,,0,0,1,1,Allegan,Allegan County,Michigan,34.13,-94.06
110302,DIERKS 3,71,AR,13.8,PQ,1.0348,14.28,-14.41,,71,,,,,0,0,1,1,Allen,Dixon County,Nebraska,34.13,-94.06
110303,DIERKS 4,71,AR,1,PQ,1.0348,1.035,-14.41,,71,,,,,0,0,1,1,Allen,Dixon County,Nebraska,34.13,-94.06
110304,DODDRIDGE 1 1,72,AR,115,PQ,1.02471,117.842,-22.33,1.9,72,0.3,,,,0,0,1,1,Allen,Pontotoc County,Oklahoma,33.1,-93.87
110305,DODDRIDGE 1 2,72,AR,13.8,PQ,1.02463,14.14,-22.43,1.5,72,0,,,,0,0,1,1,Allen,Dixon County,Nebraska,33.1,-93.87
110306,DODDRIDGE 1 3,72,AR,13.8,PQ,1.02471,14.141,-22.33,,72,,,,,0,0,1,1,Allen,Pontotoc County,Oklahoma,33.1,-93.87
110307,DODDRIDGE 1 4,72,AR,1,PQ,1.02471,1.025,-22.33,,72,,,,,0,0,1,1,Allen,Dixon County,Nebraska,33.1,-93.87
110308,DODDRIDGE 2 1,73,AR,115,PQ,1.02298,117.643,-22.84,3.9,73,0.9,,,,0,0,1,1,Allen,Pontotoc County,Oklahoma,33.15,-93.93
110309,DODDRIDGE 2 2,73,AR,13.8,PQ,1.02236,14.109,-23.03,2.7,73,0.4,,,,0,0,1,1,Allen Park,Wayne County,Michigan,33.15,-93.93
110310,DODDRIDGE 2 3,73,AR,13.8,PQ,1.02295,14.117,-22.85,,73,,,,,0,0,1,1,Allen Park,Wayne County,Michigan,33.15,-93.93
110311,DODDRIDGE 2 4,73,AR,1,PQ,1.02295,1.023,-22.85,,73,,,,,0,0,1,1,Allen Park,Wayne County,Michigan,33.15,-93.93
110312,EMMET 1,74,AR,161,PQ,1.01306,163.102,-17.84,,74,,,,-165.23,0,0,1,1,Allen Park,Wayne County,Michigan,33.65,-93.47
110313,EMMET 2,74,AR,115,PQ,1.02568,117.953,-18.26,5.1,74,0.6,,,,0,0,1,1,Allendale,Wabash County,Illinois,33.65,-93.47
110314,EMMET 3,74,AR,24,PQ,1.02279,24.547,-18.65,5.2,74,1.9,,,,0,0,1,1,Allendale Charter Township,Ottawa County,Michigan,33.65,-93.47
110315,EMMET 4,74,AR,24,PQ,1.02567,24.616,-18.26,,74,,,,,0,0,1,1,Allendale Charter Township,Ottawa County,Michigan,33.65,-93.47
110316,EMMET 5,74,AR,1,PQ,1.02567,1.026,-18.26,,74,,,,,0,0,1,1,Allendale Charter Township,Ottawa County,Michigan,33.65,-93.47
110317,FOREMAN 1 1,75,AR,115,PQ,1.03477,118.998,-14.65,3.8,75,1,,,,0,0,1,1,Allendale Charter Township,Ottawa County,Michigan,33.69,-94.4
110318,FOREMAN 1 2,75,AR,13.8,PQ,1.03357,14.263,-14.95,2.7,75,0.5,,,,0,0,1,1,Allendorf,Osceola County,Iowa,33.69,-94.4
110319,FOREMAN 1 3,75,AR,13.8,PQ,1.03486,14.281,-14.62,,75,,,,,0,0,1,1,Allendorf,Osceola County,Iowa,33.69,-94.4
110320,FOREMAN 1 4,75,AR,1,PQ,1.03486,1.035,-14.62,,75,,,,,0,0,1,1,Allendorf,Osceola County,Iowa,33.69,-94.4
110321,FOREMAN 2 1,76,AR,115,PQ,1.03391,118.9,-14.75,3,76,0.9,,,,0,0,1,1,Allendorf,Osceola County,Iowa,33.74,-94.46
110322,FOREMAN 2 2,76,AR,20,PQ,1.03139,20.628,-15.19,3.3,76,0.9,,,,0,0,1,1,Allendorf,Osceola County,Iowa,33.74,-94.46
110323,FOREMAN 2 3,76,AR,20,PQ,1.03386,20.677,-14.76,,76,,,,,0,0,1,1,Allensville,Switzerland County,Indiana,33.74,-94.46
110324,FOREMAN 2 4,76,AR,1,PQ,1.03386,1.034,-14.76,,76,,,,,0,0,1,1,Allenville,Moultrie County,Illinois,33.74,-94.46
110325,FOREMAN 3 1,77,AR,115,PQ,1.03689,119.242,-14.38,4.3,77,1.5,,,,0,0,1,1,Allenville,Mackinac County,Michigan,33.73,-94.3
110326,FOREMAN 3 2,77,AR,13.8,PQ,1.03531,14.287,-14.81,3.9,77,0.6,,,,0,0,1,1,Alliance,Plaquemines Parish,Louisiana,33.73,-94.3
110327,FOREMAN 3 3,77,AR,13.8,PQ,1.03694,14.31,-14.36,,77,,,,,0,0,1,1,Alliance,Box Butte County,Nebraska,33.73,-94.3
110328,FOREMAN 3 4,77,AR,1,PQ,1.03694,1.037,-14.36,,77,,,,,0,0,1,1,Alliance,Box Butte County,Nebraska,33.73,-94.3
110329,FOUKE 1 1,78,AR,115,PQ,1.02641,118.037,-21.33,7.9,78,1,,,,0,0,1,1,Alliance,Box Butte County,Nebraska,33.28,-93.86
110330,FOUKE 1 2,78,AR,13.8,PQ,1.02641,14.165,-21.33,,78,,,,,0,0,1,1,Alliance,Plaquemines Parish,Louisiana,33.28,-93.86
110331,FOUKE 1 3,78,AR,13.8,PQ,1.02641,14.165,-21.33,,78,,,,,0,0,1,1,Allouez,Brown County,Wisconsin,33.28,-93.86
110332,FOUKE 1 4,78,AR,1,PQ,1.02641,1.026,-21.33,,78,,,,,0,0,1,1,Alluvial City,St. Bernard Parish,Louisiana,33.28,-93.86
110333,FOUKE 2 1,79,AR,115,PQ,1.02662,118.061,-21.29,5.9,79,1.1,,,,0,0,1,1,Alma,Crawford County,Arkansas,33.23,-93.85
