Gen
Number of Bus,Name of Bus,ID,Area Name of Gen,AGC,Fast Start,OPF Fast Start Status,OPF MW Control,Gen MW,Cost Shift $/MWh,Cost Multiplier,Cost $/Hr (generation only),MW Marg. Cost of Bus,IC for OPF,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,Cost Model,# Cost Curve Points,Fuel Type,Profit $/hr
120372,Coralville GT 2,1,IA,YES,NO,,If Agcable,4.8,0.000,1.000,311.29,-1.49,59.87,4.8,311.29,0.0,-0.00,4.8,18.0,Piecewise Linear,5,NG (Natural Gas),-318.49
120373,Coralville GT 3,1,IA,YES,NO,,If Agcable,3.7,0.000,1.000,230.20,-1.49,56.38,3.7,230.20,0.0,-0.00,3.7,18.0,Piecewise Linear,5,NG (Natural Gas),-235.69
120375,Coralville GT 5,1,IA,YES,NO,,If Agcable,7.5,0.000,1.000,595.99,-1.49,75.93,7.5,595.99,0.0,0.00,7.5,18.0,Piecewise Linear,5,NG (Natural Gas),-607.26
120375,Coralville GT 5,2,IA,YES,NO,,If Agcable,4.2,0.000,1.000,285.14,-1.49,62.93,4.2,285.14,0.0,-0.00,4.2,18.0,Piecewise Linear,5,NG (Natural Gas),-291.36
120380,Riverside 5,1,IA,YES,NO,,If Agcable,47.4,0.000,1.000,1508.24,-1.46,29.54,47.4,1508.24,0.0,0.00,47.4,136.0,Piecewise Linear,5,NG (Natural Gas),-1577.43
120385,Walter Scott Jr Energy Center 5,1,IA,YES,NO,,If Agcable,326.4,0.000,1.000,13913.93,-1.17,38.03,326.4,13913.93,0.0,0.00,326.4,725.8,Piecewise Linear,5,RC (Refined Coal),-14296.08
120386,Walter Scott Jr Energy Center 6,1,IA,YES,NO,,If Agcable,219.0,0.000,1.000,7690.44,-1.17,26.42,219.0,7690.44,0.0,-0.00,219.0,922.5,Piecewise Linear,5,RC (Refined Coal),-7947.03
120388,River Hills 2,1,IA,YES,NO,,If Agcable,4.7,0.000,1.000,349.09,-1.36,70.58,4.7,349.09,0.0,-0.00,4.7,16.0,Piecewise Linear,5,NG (Natural Gas),-355.42
120388,River Hills 2,2,IA,YES,NO,,If Agcable,5.7,0.000,1.000,427.88,-1.36,71.40,5.7,427.88,0.0,-0.00,5.7,16.0,Piecewise Linear,5,NG (Natural Gas),-435.63
120389,River Hills 3,1,IA,YES,NO,,If Agcable,7.4,0.000,1.000,585.22,-1.36,76.15,7.4,585.22,0.0,0.00,7.4,16.0,Piecewise Linear,5,NG (Natural Gas),-595.29
120389,River Hills 3,2,IA,YES,NO,,If Agcable,7.7,0.000,1.000,585.91,-1.36,73.09,7.7,585.91,0.0,0.00,7.7,16.0,Piecewise Linear,5,NG (Natural Gas),-596.41
120390,River Hills 4,1,IA,YES,NO,,If Agcable,1.7,0.000,1.000,115.94,-1.36,57.68,1.7,115.94,0.0,0.00,1.7,16.0,Piecewise Linear,5,NG (Natural Gas),-118.19
120390,River Hills 4,2,IA,YES,NO,,If Agcable,2.8,0.000,1.000,199.03,-1.36,64.10,2.8,199.03,0.0,-0.00,2.8,16.0,Piecewise Linear,5,NG (Natural Gas),-202.82
120391,River Hills 5,1,IA,YES,NO,,If Agcable,5.0,0.000,1.000,373.49,-1.36,70.10,5.0,373.49,0.0,0.00,5.0,16.0,Piecewise Linear,5,NG (Natural Gas),-380.33
120391,River Hills 5,2,IA,YES,NO,,If Agcable,8.0,0.000,1.000,648.62,-1.36,78.85,8.0,648.62,0.0,-0.00,8.0,16.0,Piecewise Linear,5,NG (Natural Gas),-659.44
120393,George Neal North 2,1,IA,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.15,0.00,0.0,0.00,0.0,0.00,228.6,584.1,Piecewise Linear,5,RC (Refined Coal),0.00
120395,Merl Parr 2,1,IA,YES,NO,,If Agcable,7.2,0.000,1.000,616.32,-1.33,82.33,7.2,616.32,0.0,0.00,7.2,18.0,Piecewise Linear,5,NG (Natural Gas),-625.94
120395,Merl Parr 2,2,IA,YES,NO,,If Agcable,8.0,0.000,1.000,669.60,-1.33,80.86,8.0,669.60,0.0,0.00,8.0,18.0,Piecewise Linear,5,NG (Natural Gas),-680.27
120399,Burlington (IA) 4,1,IA,YES,NO,,If Agcable,39.6,0.000,1.000,1129.65,-1.47,17.48,39.6,1129.65,0.0,0.00,39.6,212.0,Piecewise Linear,5,SUB (Subbituminous Coal),-1187.92
120400,Burlington (IA) 5,1,IA,YES,NO,,If Agcable,7.5,0.000,1.000,1022.85,-1.47,133.60,7.5,1022.85,0.0,0.00,7.5,19.7,Piecewise Linear,5,NG (Natural Gas),-1033.82
120401,Burlington (IA) 6,1,IA,YES,NO,,If Agcable,2.9,0.000,1.000,323.42,-1.47,104.39,2.9,323.42,0.0,-0.00,2.9,19.7,Piecewise Linear,5,NG (Natural Gas),-327.63
120401,Burlington (IA) 6,2,IA,YES,NO,,If Agcable,4.1,0.000,1.000,488.83,-1.47,112.07,4.1,488.83,0.0,0.00,4.1,19.7,Piecewise Linear,5,NG (Natural Gas),-494.93
120402,Burlington (IA) 7,1,IA,YES,NO,,If Agcable,9.6,0.000,1.000,1466.47,-1.47,149.70,9.6,1466.47,0.0,0.00,9.6,19.7,Piecewise Linear,5,NG (Natural Gas),-1480.65
120406,Keokuk 4,1,IA,YES,NO,,If Agcable,3.3,0.000,1.000,17.00,-1.47,5.09,3.3,17.00,0.0,-0.00,3.3,7.6,Piecewise Linear,5,WAT (Water),-21.91
120406,Keokuk 4,2,IA,YES,NO,,If Agcable,3.7,0.000,1.000,18.69,-1.47,5.05,3.7,18.69,0.0,-0.00,3.7,8.8,Piecewise Linear,5,WAT (Water),-24.13
120407,Keokuk 5,1,IA,YES,NO,,If Agcable,1.5,0.000,1.000,7.40,-1.46,5.00,1.5,7.40,0.0,0.00,1.5,8.8,Piecewise Linear,5,WAT (Water),-9.56
120408,Keokuk 6,1,IA,YES,NO,,If Agcable,3.6,0.000,1.000,18.12,-1.47,5.09,3.6,18.12,0.0,0.00,3.6,8.8,Piecewise Linear,5,WAT (Water),-23.34
120408,Keokuk 6,2,IA,YES,NO,,If Agcable,2.1,0.000,1.000,10.58,-1.47,5.06,2.1,10.58,0.0,0.00,2.1,8.8,Piecewise Linear,5,WAT (Water),-13.64
120409,Keokuk 7,1,IA,YES,NO,,If Agcable,3.9,0.000,1.000,19.73,-1.46,5.06,3.9,19.73,0.0,0.00,3.9,8.8,Piecewise Linear,5,WAT (Water),-25.43
120410,Keokuk 8,1,IA,YES,NO,,If Agcable,1.8,0.000,1.000,9.09,-1.47,5.05,1.8,9.09,0.0,-0.00,1.8,8.8,Piecewise Linear,5,WAT (Water),-11.74
120410,Keokuk 8,2,IA,YES,NO,,If Agcable,1.4,0.000,1.000,7.00,-1.47,5.00,1.4,7.00,0.0,0.00,1.4,7.6,Piecewise Linear,5,WAT (Water),-9.06
120411,Keokuk 9,1,IA,YES,NO,,If Agcable,3.5,0.000,1.000,17.62,-1.47,5.05,3.5,17.62,0.0,-0.00,3.5,7.6,Piecewise Linear,5,WAT (Water),-22.76
120411,Keokuk 9,2,IA,YES,NO,,If Agcable,3.5,0.000,1.000,17.97,-1.47,5.09,3.5,17.97,0.0,0.00,3.5,7.6,Piecewise Linear,5,WAT (Water),-23.16
120412,Keokuk 10,1,IA,YES,NO,,If Agcable,0.8,0.000,1.000,4.14,-1.47,4.99,0.8,4.14,0.0,0.00,0.8,7.6,Piecewise Linear,5,WAT (Water),-5.36
120412,Keokuk 10,2,IA,YES,NO,,If Agcable,1.4,0.000,1.000,6.90,-1.47,5.00,1.4,6.90,0.0,-0.00,1.4,7.6,Piecewise Linear,5,WAT (Water),-8.93
120413,Keokuk 11,1,IA,YES,NO,,If Agcable,4.2,0.000,1.000,21.52,-1.47,5.10,4.2,21.52,0.0,-0.00,4.2,8.8,Piecewise Linear,5,WAT (Water),-27.71
120413,Keokuk 11,2,IA,YES,NO,,If Agcable,3.9,0.000,1.000,19.68,-1.47,5.06,3.9,19.68,0.0,0.00,3.9,8.8,Piecewise Linear,5,WAT (Water),-25.39
120414,Keokuk 12,1,IA,YES,NO,,If Agcable,1.3,0.000,1.000,6.60,-1.46,5.00,1.3,6.60,0.0,0.00,1.3,8.8,Piecewise Linear,5,WAT (Water),-8.53
120416,Algona 2,1,IA,YES,NO,,If Agcable,1.1,0.000,1.000,194.80,-1.37,177.62,1.1,194.80,0.0,0.00,1.1,3.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-196.29
120416,Algona 2,2,IA,YES,NO,,If Agcable,0.5,0.000,1.000,102.89,-1.37,194.95,0.5,102.89,0.0,0.00,0.5,4.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-103.61
120417,Algona 3,1,IA,YES,NO,,If Agcable,1.9,0.000,1.000,374.76,-1.37,201.69,1.9,374.76,0.0,0.00,1.9,4.4,Piecewise Linear,5,DFO (Distillate Fuel Oil),-377.30
120418,Algona 4,1,IA,YES,NO,,If Agcable,1.7,0.000,1.000,339.70,-1.37,200.04,1.7,339.70,0.0,0.00,1.7,4.4,Piecewise Linear,5,DFO (Distillate Fuel Oil),-342.02
120420,Alta Municipal Utilities 2,1,IA,YES,NO,,If Agcable,0.2,0.000,1.000,28.81,-1.15,189.63,0.2,28.81,0.0,0.00,0.2,1.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-28.99
120421,Alta Municipal Utilities 3,1,IA,YES,NO,,If Agcable,0.7,0.000,1.000,141.48,-1.15,192.80,0.7,141.48,0.0,-0.00,0.7,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-142.32
120421,Alta Municipal Utilities 3,2,IA,YES,NO,,If Agcable,0.3,0.000,1.000,63.43,-1.15,189.98,0.3,63.43,0.0,-0.00,0.3,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-63.81
120425,Ames Electric Services Power Plant 4,1,IA,YES,NO,,If Agcable,16.0,0.000,1.000,546.69,-1.27,32.23,16.0,546.69,0.0,0.00,16.0,37.5,Piecewise Linear,5,NG (Natural Gas),-567.12
120425,Ames Electric Services Power Plant 4,2,IA,YES,NO,,If Agcable,19.4,0.000,1.000,666.28,-1.27,31.32,19.4,666.28,0.0,-0.00,19.4,71.3,Piecewise Linear,5,NG (Natural Gas),-691.08
120427,Anita 2,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,10.40,-1.10,172.22,0.1,10.40,0.0,0.00,0.1,0.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-10.47
120427,Anita 2,2,IA,YES,NO,,If Agcable,0.1,0.000,1.000,18.37,-1.10,202.87,0.1,18.37,0.0,-0.00,0.1,0.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-18.47
120428,Anita 3,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,11.93,-1.10,169.39,0.1,11.93,0.0,0.00,0.1,0.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-12.00
120428,Anita 3,2,IA,YES,NO,,If Agcable,0.1,0.000,1.000,14.38,-1.10,204.40,0.1,14.38,0.0,-0.00,0.1,0.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-14.46
120429,Anita 4,1,IA,YES,NO,,If Agcable,0.9,0.000,1.000,187.38,-1.10,207.38,0.9,187.38,0.0,-0.00,0.9,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-188.38
120431,Atlantic 2,1,IA,YES,NO,,If Agcable,2.2,0.000,1.000,140.49,-1.13,57.86,2.2,140.49,0.0,-0.00,2.2,10.0,Piecewise Linear,5,NG (Natural Gas),-142.99
120433,Bancroft 2,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,20.10,-1.34,220.89,0.1,20.10,0.0,0.00,0.1,0.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-20.22
120433,Bancroft 2,2,IA,YES,NO,,If Agcable,0.8,0.000,1.000,152.91,-1.34,197.72,0.8,152.91,0.0,0.00,0.8,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-153.95
120434,Bancroft 3,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,80.27,-1.34,194.15,0.4,80.27,0.0,-0.00,0.4,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-80.82
120436,Bellevue 2,1,IA,YES,NO,,If Agcable,0.3,0.000,1.000,47.47,-1.54,180.32,0.3,47.47,0.0,0.00,0.3,1.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-47.87
120436,Bellevue 2,2,IA,YES,NO,,If Agcable,0.3,0.000,1.000,61.21,-1.54,183.45,0.3,61.21,0.0,-0.00,0.3,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-61.72
120437,Bellevue 3,1,IA,YES,NO,,If Agcable,0.3,0.000,1.000,57.31,-1.54,196.71,0.3,57.31,0.0,0.00,0.3,0.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-57.75
120437,Bellevue 3,2,IA,YES,NO,,If Agcable,0.2,0.000,1.000,29.84,-1.54,184.43,0.2,29.84,0.0,-0.00,0.2,0.9,Piecewise Linear,5,DFO (Distillate Fuel Oil),-30.09
120438,Bellevue 4,1,IA,YES,NO,,If Agcable,0.7,0.000,1.000,151.06,-1.54,199.94,0.7,151.07,0.0,-0.00,0.7,3.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-152.22
120440,Brooklyn 2,1,IA,YES,NO,,If Agcable,0.5,0.000,1.000,95.51,-1.28,175.29,0.5,95.51,0.0,-0.00,0.5,2.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-96.20
120442,Cascade 2,1,IA,YES,NO,,If Agcable,0.2,0.000,1.000,50.94,-1.52,211.16,0.2,50.94,0.0,-0.00,0.2,0.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-51.30
120442,Cascade 2,2,IA,YES,NO,,If Agcable,0.6,0.000,1.000,122.79,-1.52,200.08,0.6,122.79,0.0,0.00,0.6,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-123.71
120443,Cascade 3,1,IA,YES,NO,,If Agcable,0.5,0.000,1.000,91.16,-1.52,192.53,0.5,91.16,0.0,0.00,0.5,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-91.87
120443,Cascade 3,2,IA,YES,NO,,If Agcable,0.2,0.000,1.000,47.63,-1.52,189.49,0.2,47.63,0.0,0.00,0.2,0.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-48.01
120445,Gas Turbine (IA) 2,1,IA,YES,NO,,If Agcable,8.4,0.000,1.000,635.09,-1.44,73.01,8.4,635.09,0.0,-0.00,8.4,19.6,Piecewise Linear,5,NG (Natural Gas),-647.13
120445,Gas Turbine (IA) 2,2,IA,YES,NO,,If Agcable,11.7,0.000,1.000,1038.36,-1.44,86.33,11.7,1038.36,0.0,-0.00,11.7,23.8,Piecewise Linear,5,NG (Natural Gas),-1055.18
120447,Streeter Station 2,1,IA,YES,NO,,If Agcable,7.8,0.000,1.000,604.07,-1.44,76.14,7.8,604.07,0.0,0.00,7.8,16.5,Piecewise Linear,5,NG (Natural Gas),-615.23
120447,Streeter Station 2,2,IA,YES,NO,,If Agcable,3.8,0.000,1.000,299.95,-1.44,71.37,3.8,299.95,0.0,0.00,3.8,35.0,Piecewise Linear,5,NG (Natural Gas),-305.43
120449,Coggon 2,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,84.69,-1.49,204.75,0.4,84.69,0.0,0.00,0.4,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-85.30
120451,Corning 2,1,IA,YES,NO,,If Agcable,0.7,0.000,1.000,141.41,-1.18,200.53,0.7,141.41,0.0,-0.00,0.7,2.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-142.24
120452,Corning 3,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,75.69,-1.18,202.57,0.4,75.69,0.0,0.00,0.4,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-76.13
120452,Corning 3,2,IA,YES,NO,,If Agcable,0.3,0.000,1.000,51.69,-1.18,188.72,0.3,51.69,0.0,0.00,0.3,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-52.01
120454,Dayton (IA) 2,1,IA,YES,NO,,If Agcable,0.9,0.000,1.000,190.56,-1.24,220.80,0.9,190.56,0.0,-0.00,0.9,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-191.62
120456,Estherville 2,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,74.86,-1.18,190.44,0.4,74.86,0.0,0.00,0.4,1.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-75.32
120456,Estherville 2,2,IA,YES,NO,,If Agcable,0.8,0.000,1.000,63.71,-1.18,72.19,0.8,63.71,0.0,-0.00,0.8,3.0,Piecewise Linear,5,NG (Natural Gas),-64.69
120457,Estherville 3,1,IA,YES,NO,,If Agcable,1.5,0.000,1.000,114.84,-1.18,72.23,1.5,114.84,0.0,0.00,1.5,4.0,Piecewise Linear,5,NG (Natural Gas),-116.63
120457,Estherville 3,2,IA,YES,NO,,If Agcable,1.3,0.000,1.000,86.27,-1.18,64.46,1.3,86.27,0.0,-0.00,1.3,4.0,Piecewise Linear,5,NG (Natural Gas),-87.76
120458,Estherville 4,1,IA,YES,NO,,If Agcable,0.8,0.000,1.000,61.69,-1.18,75.20,0.8,61.69,0.0,0.00,0.8,3.0,Piecewise Linear,5,NG (Natural Gas),-62.60
120460,Forest City Light Plant 2,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,87.82,-1.35,236.13,0.4,87.82,0.0,0.00,0.4,1.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-88.32
120460,Forest City Light Plant 2,2,IA,YES,NO,,If Agcable,1.3,0.000,1.000,288.08,-1.35,214.24,1.3,288.08,0.0,-0.00,1.3,2.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-289.89
120461,Forest City Light Plant 3,1,IA,YES,NO,,If Agcable,1.3,0.000,1.000,236.17,-1.35,180.67,1.3,236.17,0.0,-0.00,1.3,3.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-237.93
120461,Forest City Light Plant 3,2,IA,YES,NO,,If Agcable,2.1,0.000,1.000,407.85,-1.35,193.10,2.1,407.85,0.0,0.00,2.1,6.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-410.69
120462,Forest City Light Plant 4,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,21.84,-1.35,179.87,0.1,21.84,0.0,0.00,0.1,0.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-22.01
120462,Forest City Light Plant 4,2,IA,YES,NO,,If Agcable,2.0,0.000,1.000,431.93,-1.35,216.72,2.0,431.93,0.0,0.00,2.0,7.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-434.60
120464,Gowrie 2,1,IA,YES,NO,,If Agcable,0.8,0.000,1.000,183.97,-1.29,240.84,0.8,183.97,0.0,0.00,0.8,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-184.95
120466,Graettinger 2,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,23.57,-1.21,194.87,0.1,23.57,0.0,0.00,0.1,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-23.72
120466,Graettinger 2,2,IA,YES,NO,,If Agcable,0.2,0.000,1.000,43.90,-1.21,181.21,0.2,43.90,0.0,0.00,0.2,1.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-44.19
120467,Graettinger 3,1,IA,YES,NO,,If Agcable,0.9,0.000,1.000,182.52,-1.21,191.35,0.9,182.52,0.0,-0.00,0.9,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-183.67
120469,Grand Junction 2,1,IA,YES,NO,,If Agcable,0.6,0.000,1.000,149.89,-1.20,236.92,0.6,149.89,0.0,-0.00,0.6,1.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-150.65
120471,Grundy Center City Light Plant 2,1,IA,YES,NO,,If Agcable,0.5,0.000,1.000,110.77,-1.32,203.61,0.5,110.77,0.0,0.00,0.5,2.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-111.48
120471,Grundy Center City Light Plant 2,2,IA,YES,NO,,If Agcable,0.5,0.000,1.000,105.90,-1.32,197.35,0.5,105.90,0.0,0.00,0.5,3.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-106.59
120472,Grundy Center City Light Plant 3,1,IA,YES,NO,,If Agcable,1.3,0.000,1.000,262.27,-1.32,196.36,1.3,262.27,0.0,-0.00,1.3,3.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-264.02
120474,Harlan 2,1,IA,YES,NO,,If Agcable,0.3,0.000,1.000,62.50,-1.22,199.57,0.3,62.50,0.0,0.00,0.3,1.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-62.87
120474,Harlan 2,2,IA,YES,NO,,If Agcable,0.7,0.000,1.000,157.16,-1.22,240.81,0.7,157.16,0.0,0.00,0.7,1.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-157.95
120476,Indianola 2,1,IA,YES,NO,,If Agcable,1.8,0.000,1.000,386.76,-1.39,215.24,1.8,386.76,0.0,0.00,1.8,4.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-389.25
120476,Indianola 2,2,IA,YES,NO,,If Agcable,2.2,0.000,1.000,417.74,-1.39,186.48,2.2,417.74,0.0,-0.00,2.2,5.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-420.84
120477,Indianola 3,1,IA,YES,NO,,If Agcable,3.8,0.000,1.000,751.34,-1.39,195.71,3.8,751.34,0.0,-0.00,3.8,20.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-756.62
120477,Indianola 3,2,IA,YES,NO,,If Agcable,2.7,0.000,1.000,503.28,-1.39,180.93,2.7,503.28,0.0,0.00,2.7,20.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-507.09
120479,Lake Park 2,1,IA,YES,NO,,If Agcable,0.3,0.000,1.000,59.88,-1.08,203.93,0.3,59.88,0.0,0.00,0.3,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-60.19
120479,Lake Park 2,2,IA,YES,NO,,If Agcable,0.9,0.000,1.000,180.07,-1.08,201.49,0.9,180.07,0.0,-0.00,0.9,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-181.03
120481,Lake Mills 2,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,66.91,-1.43,182.78,0.4,66.91,0.0,0.00,0.4,3.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-67.43
120481,Lake Mills 2,2,IA,YES,NO,,If Agcable,0.2,0.000,1.000,40.75,-1.43,175.10,0.2,40.75,0.0,0.00,0.2,1.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-41.08
120482,Lake Mills 3,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,27.55,-1.43,209.41,0.1,27.55,0.0,-0.00,0.1,0.9,Piecewise Linear,5,DFO (Distillate Fuel Oil),-27.74
120483,Lake Mills 4,1,IA,YES,NO,,If Agcable,1.3,0.000,1.000,216.61,-1.43,168.90,1.3,216.61,0.0,-0.00,1.3,5.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-218.43
120483,Lake Mills 4,2,IA,YES,NO,,If Agcable,1.7,0.000,1.000,322.11,-1.43,186.72,1.7,322.11,0.0,0.00,1.7,7.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-324.56
120485,Lamoni Municipal Utilities 2,1,IA,YES,NO,,If Agcable,0.6,0.000,1.000,117.29,-1.48,184.52,0.6,117.29,0.0,-0.00,0.6,2.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-118.22
120485,Lamoni Municipal Utilities 2,2,IA,YES,NO,,If Agcable,0.1,0.000,1.000,11.68,-1.48,193.50,0.1,11.68,0.0,0.00,0.1,0.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-11.77
120486,Lamoni Municipal Utilities 3,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,12.96,-1.47,183.62,0.1,12.96,0.0,0.00,0.1,0.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-13.07
120487,Lamoni Municipal Utilities 4,1,IA,YES,NO,,If Agcable,0.2,0.000,1.000,26.56,-1.48,175.63,0.2,26.56,0.0,0.00,0.2,0.6,Piecewise Linear,5,DFO (Distillate Fuel Oil),-26.79
120487,Lamoni Municipal Utilities 4,2,IA,YES,NO,,If Agcable,0.5,0.000,1.000,105.55,-1.48,228.57,0.5,105.55,0.0,-0.00,0.5,1.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-106.23
120488,Lamoni Municipal Utilities 5,1,IA,YES,NO,,If Agcable,0.2,0.000,1.000,25.71,-1.48,170.14,0.2,25.71,0.0,-0.00,0.2,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-25.93
120488,Lamoni Municipal Utilities 5,2,IA,YES,NO,,If Agcable,0.7,0.000,1.000,147.69,-1.48,209.66,0.7,147.69,0.0,0.00,0.7,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-148.73
120489,Lamoni Municipal Utilities 6,1,IA,YES,NO,,If Agcable,1.0,0.000,1.000,179.70,-1.48,184.30,1.0,179.70,0.0,0.00,1.0,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-181.14
120491,La Porte 2,1,IA,YES,NO,,If Agcable,0.6,0.000,1.000,134.23,-1.48,222.60,0.6,134.23,0.0,-0.00,0.6,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-135.12
120491,La Porte 2,2,IA,YES,NO,,If Agcable,0.4,0.000,1.000,80.59,-1.48,185.86,0.4,80.59,0.0,-0.00,0.4,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-81.23
120492,La Porte 3,1,IA,YES,NO,,If Agcable,0.6,0.000,1.000,125.95,-1.48,195.75,0.6,125.95,0.0,0.00,0.6,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-126.90
120494,Laurens 2,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,68.95,-1.27,196.13,0.4,68.95,0.0,0.00,0.4,0.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-69.39
120495,Laurens 3,1,IA,YES,NO,,If Agcable,0.2,0.000,1.000,32.26,-1.27,199.75,0.2,32.26,0.0,0.00,0.2,0.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-32.46
120495,Laurens 3,2,IA,YES,NO,,If Agcable,0.6,0.000,1.000,114.09,-1.27,202.08,0.6,114.09,0.0,0.00,0.6,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-114.80
120496,Laurens 4,1,IA,YES,NO,,If Agcable,1.2,0.000,1.000,259.54,-1.27,217.32,1.2,259.54,0.0,0.00,1.2,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-261.05
120496,Laurens 4,2,IA,YES,NO,,If Agcable,0.2,0.000,1.000,46.08,-1.27,180.61,0.2,46.08,0.0,-0.00,0.2,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-46.40
120498,Lenox 2,1,IA,YES,NO,,If Agcable,0.1,0.000,1.000,9.09,-1.22,179.58,0.1,9.09,0.0,-0.00,0.1,0.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-9.15
120499,Lenox 3,1,IA,YES,NO,,If Agcable,0.4,0.000,1.000,76.73,-1.22,186.15,0.4,76.73,0.0,-0.00,0.4,1.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-77.23
120499,Lenox 3,2,IA,YES,NO,,If Agcable,0.4,0.000,1.000,71.21,-1.22,196.89,0.4,71.21,0.0,0.00,0.4,0.9,Piecewise Linear,5,DFO (Distillate Fuel Oil),-71.65
