Load
Number of Bus,Name of Bus,ID,Area Name of Load,AGC,MW,Cost Shift $/MWh,Cost Multiplier,Hourly Benefit,MW Marg. Cost of Bus,HDR::Load_GenICost:1,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,# of Benefit Curve Points,Profit $/hr
110421,BENTON 4 1,D,AR,YES,22.1,0.000,1.000,566.48,-1.46,12.03,22.1,566.48,0.0,-0.00,0.0,46.3,4,598.73
110422,BENTON 5 1,D,AR,YES,16.5,0.000,1.000,235.94,-1.46,5.66,16.5,235.94,0.0,0.00,0.0,46.3,4,260.04
110424,BENTON 6 2,D,AR,YES,19.9,0.000,1.000,1499.18,-1.46,30.55,19.9,1499.18,0.0,0.00,0.0,46.3,4,1528.22
110427,BENTON 7 1,D,AR,YES,18.9,0.000,1.000,611.04,-1.47,15.55,18.9,611.04,0.0,-0.00,0.0,46.3,4,638.73
110428,CABOT 1 1,D,AR,YES,31.2,0.000,1.000,344.68,-1.48,5.78,31.2,344.68,0.0,0.00,0.0,69.5,4,390.91
110429,CABOT 2 1,D,AR,YES,35.2,0.000,1.000,913.41,-1.48,17.49,35.2,913.41,0.0,-0.00,0.0,69.5,4,965.50
110431,CABOT 3 2,D,AR,YES,23.1,0.000,1.000,296.08,-1.48,10.50,23.1,296.08,0.0,-0.00,0.0,69.5,4,330.16
110432,CABOT 4 1,D,AR,YES,28.2,0.000,1.000,599.22,-1.48,3.65,28.2,599.22,0.0,0.00,0.0,69.5,4,640.96
110435,CLINTON 4 3,D,AR,YES,17.8,0.000,1.000,507.75,-1.43,16.69,17.8,507.75,0.0,0.00,0.0,40.8,4,533.25
110436,CLINTON 5 1,D,AR,YES,11.3,0.000,1.000,147.32,-1.44,3.18,11.3,147.32,0.0,-0.00,0.0,25.3,4,163.57
110437,CONWAY 1 1,D,AR,YES,4.9,0.000,1.000,79.07,-1.46,9.10,4.9,79.07,0.0,-0.00,0.0,8.4,4,86.24
110438,CONWAY 2 1,D,AR,YES,1.2,0.000,1.000,37.41,-1.48,11.83,1.2,37.41,0.0,-0.00,0.0,2.8,4,39.19
110439,DAMASCUS 1 1,D,AR,YES,2.3,0.000,1.000,63.80,-1.46,10.27,2.3,63.80,0.0,-0.00,0.0,6.3,4,67.16
110441,DAMASCUS 2 2,D,AR,YES,6.6,0.000,1.000,157.51,-1.46,3.18,6.6,157.51,0.0,-0.00,0.0,17.7,4,167.15
110442,DES ARC 1 1,D,AR,YES,7.4,0.000,1.000,274.28,-1.49,28.31,7.4,274.28,0.0,0.00,0.0,15.2,4,285.29
110443,DES ARC 2 1,D,AR,YES,4.7,0.000,1.000,109.69,-1.49,9.10,4.7,109.69,0.0,-0.00,0.0,9.3,4,116.70
110444,EL PASO 1 1,D,AR,YES,4.7,0.000,1.000,154.36,-1.48,17.06,4.7,154.36,0.0,0.00,0.0,9.1,4,161.30
110446,ENGLAND 1 2,D,AR,YES,5.2,0.000,1.000,89.67,-1.46,3.18,5.2,89.67,0.0,-0.00,0.0,11.8,4,97.23
110447,ENGLAND 2 1,D,AR,YES,5.9,0.000,1.000,62.28,-1.46,3.18,5.9,62.28,0.0,0.00,0.0,11.8,4,70.88
110448,ENGLAND 3 1,D,AR,YES,5.4,0.000,1.000,351.19,-1.46,18.53,5.4,351.19,0.0,-0.00,0.0,12.0,4,359.05
110449,FOX 1,D,AR,YES,2.6,0.000,1.000,92.07,-1.46,25.09,2.6,92.07,0.0,0.00,0.0,5.9,4,95.86
110450,GILLETT 1 1,D,AR,YES,1.0,0.000,1.000,24.30,-1.47,9.10,1.0,24.30,0.0,0.00,0.0,2.2,4,25.77
110451,GILLETT 2 1,D,AR,YES,2.6,0.000,1.000,61.98,-1.48,12.02,2.6,61.98,0.0,0.00,0.0,4.8,4,65.82
110452,GRIFFITHVILLE 1,D,AR,YES,1.9,0.000,1.000,60.12,-1.48,18.56,1.9,60.12,0.0,-0.00,0.0,3.5,4,62.94
110453,HAZEN 1 1,D,AR,YES,2.7,0.000,1.000,68.87,-1.48,9.10,2.7,68.87,0.0,0.00,0.0,6.5,4,72.86
110454,HAZEN 2 1,D,AR,YES,4.8,0.000,1.000,126.46,-1.47,9.10,4.8,126.46,0.0,0.00,0.0,9.1,4,133.53
110455,HAZEN 3 1,D,AR,YES,2.1,0.000,1.000,71.72,-1.48,31.44,2.1,71.72,0.0,0.00,0.0,6.5,4,74.82
110456,HIGDEN 1 1,D,AR,YES,3.3,0.000,1.000,139.09,-1.46,27.52,3.3,139.09,0.0,0.00,0.0,7.2,4,143.91
110457,HIGDEN 2 1,D,AR,YES,2.6,0.000,1.000,95.89,-1.46,16.05,2.6,95.89,0.0,0.00,0.0,7.2,4,99.69
110459,HIGDEN 3 2,D,AR,YES,3.6,0.000,1.000,119.31,-1.46,30.53,3.6,119.31,0.0,0.00,0.0,7.2,4,124.57
110460,HOLLY GROVE 1,D,AR,YES,5.3,0.000,1.000,326.40,-1.48,18.52,5.3,326.40,0.0,0.00,0.0,10.9,4,334.22
110461,HOUSTON 1 1,D,AR,YES,4.5,0.000,1.000,174.92,-1.46,30.09,4.5,174.92,0.0,-0.00,0.0,9.6,4,181.47
110462,HOUSTON 2 1,D,AR,YES,2.1,0.000,1.000,202.96,-1.46,70.31,2.1,202.96,0.0,-0.00,0.0,4.8,4,206.02
110463,HOUSTON 3 1,D,AR,YES,3.0,0.000,1.000,68.39,-1.46,11.94,3.0,68.39,0.0,-0.00,0.0,7.2,4,72.76
110464,HUMNOKE 1,D,AR,YES,1.8,0.000,1.000,93.95,-1.46,24.93,1.8,93.95,0.0,-0.00,0.0,4.3,4,96.58
110465,HUMPHREY 1 1,D,AR,YES,1.2,0.000,1.000,38.32,-1.46,12.68,1.2,38.32,0.0,-0.00,0.0,3.0,4,40.08
110466,HUMPHREY 2 1,D,AR,YES,1.2,0.000,1.000,67.74,-1.46,30.88,1.2,67.74,0.0,-0.00,0.0,3.0,4,69.50
110467,JACKSONVILLE 1 1,D,AR,YES,36.1,0.000,1.000,955.11,-1.48,17.00,36.1,955.11,0.0,-0.00,0.0,75.4,4,1008.47
110469,JACKSONVILLE 2 2,D,AR,YES,32.9,0.000,1.000,928.01,-1.48,22.75,32.9,928.01,0.0,-0.00,0.0,75.4,4,976.67
110470,JACKSONVILLE 3 1,D,AR,YES,33.5,0.000,1.000,2038.07,-1.48,23.92,33.5,2038.07,0.0,-0.00,0.0,75.4,4,2087.75
110472,JACKSONVILLE 4 2,D,AR,YES,35.3,0.000,1.000,1500.75,-1.48,29.90,35.3,1500.75,0.0,-0.00,0.0,75.4,4,1552.96
110473,JUDSONIA 1 1,D,AR,YES,10.1,0.000,1.000,166.55,-1.48,3.18,10.1,166.55,0.0,0.00,0.0,20.7,4,181.55
110474,JUDSONIA 2 1,D,AR,YES,10.2,0.000,1.000,184.19,-1.49,9.10,10.2,184.19,0.0,0.00,0.0,20.7,4,199.34
110476,JUDSONIA 3 2,D,AR,YES,8.4,0.000,1.000,288.29,-1.48,11.74,8.4,288.29,0.0,-0.00,0.0,20.7,4,300.76
110477,LONSDALE 1 1,D,AR,YES,2.1,0.000,1.000,119.57,-1.44,18.20,2.1,119.57,0.0,-0.00,0.0,5.4,4,122.59
110478,LONSDALE 2 1,D,AR,YES,2.5,0.000,1.000,108.93,-1.44,20.81,2.5,108.93,0.0,0.00,0.0,5.4,4,112.54
110479,LONSDALE 3 1,D,AR,YES,3.0,0.000,1.000,65.86,-1.45,9.10,3.0,65.86,0.0,-0.00,0.0,5.4,4,70.22
110480,FAIRFIELD BAY 1 1,D,AR,YES,2.6,0.000,1.000,43.69,-1.46,3.18,2.6,43.69,0.0,0.00,0.0,6.3,4,47.49
110481,FAIRFIELD BAY 2 1,D,AR,YES,2.5,0.000,1.000,71.03,-1.46,16.54,2.5,71.03,0.0,-0.00,0.0,6.3,4,74.68
110482,FAIRFIELD BAY 3 1,D,AR,YES,2.5,0.000,1.000,53.53,-1.46,10.77,2.5,53.53,0.0,0.00,0.0,6.3,4,57.19
110483,MC CRORY 1 1,D,AR,YES,5.8,0.000,1.000,201.41,-1.49,21.55,5.8,201.41,0.0,0.00,0.0,10.7,4,210.07
110484,MC CRORY 2 1,D,AR,YES,4.9,0.000,1.000,252.41,-1.50,25.30,4.9,252.41,0.0,-0.00,0.0,10.2,4,259.74
110485,MC CRORY 3 1,D,AR,YES,5.4,0.000,1.000,526.70,-1.49,61.24,5.4,526.70,0.0,0.00,0.0,11.1,4,534.77
110487,MABELVALE 1 2,D,AR,YES,21.0,0.000,1.000,305.55,-1.46,3.18,21.0,305.55,0.0,0.00,0.0,45.4,4,336.12
110488,MABELVALE 2 1,D,AR,YES,13.3,0.000,1.000,669.68,-1.47,23.90,13.3,669.68,0.0,0.00,0.0,34.6,4,689.26
110489,MABELVALE 3 1,D,AR,YES,14.8,0.000,1.000,606.28,-1.47,27.73,14.8,606.28,0.0,-0.00,0.0,34.6,4,627.97
110490,MOUNT VERNON 1 1,D,AR,YES,1.2,0.000,1.000,64.07,-1.47,41.38,1.2,64.07,0.0,-0.00,0.0,3.6,4,65.84
110491,MOUNT VERNON 2 1,D,AR,YES,2.9,0.000,1.000,24.20,-1.47,3.62,2.9,24.20,0.0,-0.00,0.0,7.3,4,28.45
110492,MAUMELLE 1 1,D,AR,YES,20.9,0.000,1.000,392.87,-1.48,9.39,20.9,392.87,0.0,0.00,0.0,42.2,4,423.81
110493,MAUMELLE 2 1,D,AR,YES,20.6,0.000,1.000,572.26,-1.48,9.10,20.6,572.26,0.0,-0.00,0.0,42.2,4,602.72
110494,MAUMELLE 3 1,D,AR,YES,21.2,0.000,1.000,422.81,-1.48,11.23,21.2,422.81,0.0,-0.00,0.0,42.2,4,454.16
110495,MAUMELLE 4 1,D,AR,YES,20.7,0.000,1.000,964.94,-1.48,34.01,20.7,964.94,0.0,-0.00,0.0,42.2,4,995.57
110496,NORTH LITTLE ROCK 1 1,D,AR,YES,12.1,0.000,1.000,438.06,-1.48,32.54,12.1,438.06,0.0,-0.00,0.0,42.6,4,455.92
110498,NORTH LITTLE ROCK 2 2,D,AR,YES,30.0,0.000,1.000,298.07,-1.47,4.05,30.0,298.07,0.0,0.00,0.0,72.6,4,342.23
110499,NORTH LITTLE ROCK 3 1,D,AR,YES,19.4,0.000,1.000,411.73,-1.48,11.36,19.4,411.73,0.0,-0.00,0.0,42.6,4,440.44
110500,NORTH LITTLE ROCK 4 1,D,AR,YES,20.9,0.000,1.000,643.26,-1.47,9.10,20.9,643.26,0.0,0.00,0.0,42.6,4,674.01
110501,SHERWOOD 1 1,D,AR,YES,31.0,0.000,1.000,1637.47,-1.48,18.88,31.0,1637.47,0.0,0.00,0.0,62.7,4,1683.47
110504,SHERWOOD 2 3,D,AR,YES,26.8,0.000,1.000,834.59,-1.47,9.10,26.8,834.59,0.0,0.00,0.0,62.7,4,874.08
110505,SHERWOOD 3 1,D,AR,YES,24.2,0.000,1.000,628.84,-1.48,9.10,24.2,628.84,0.0,-0.00,0.0,62.7,4,664.61
110506,SHERWOOD 4 1,D,AR,YES,31.4,0.000,1.000,890.60,-1.48,10.16,31.4,890.60,0.0,-0.00,0.0,62.7,4,937.14
110507,PARON 1,D,AR,YES,1.2,0.000,1.000,65.64,-1.45,47.55,1.2,65.64,0.0,0.00,0.0,4.9,4,67.39
110508,POYEN 1,D,AR,YES,1.0,0.000,1.000,44.79,-1.44,16.10,1.0,44.79,0.0,0.00,0.0,2.2,4,46.23
110509,PRATTSVILLE 1 1,D,AR,YES,2.5,0.000,1.000,1157.53,-1.45,52.83,2.5,1157.53,0.0,0.00,0.0,5.9,4,1161.15
110510,PRATTSVILLE 2 1,D,AR,YES,4.7,0.000,1.000,172.26,-1.44,27.10,4.7,172.26,0.0,0.00,0.0,9.7,4,179.03
110511,REDFIELD 1 1,D,AR,YES,3.8,0.000,1.000,113.26,-1.45,10.01,3.8,113.26,0.0,-0.00,0.0,8.6,4,118.77
110512,REDFIELD 2 1,D,AR,YES,3.6,0.000,1.000,31.34,-1.45,3.18,3.6,31.34,0.0,0.00,0.0,8.6,4,36.55
110513,REDFIELD 3 1,D,AR,YES,3.9,0.000,1.000,133.39,-1.45,20.46,3.9,133.39,0.0,0.00,0.0,8.6,4,139.05
110514,ROLAND 1 1,D,AR,YES,3.3,0.000,1.000,61.27,-1.46,6.73,3.3,61.27,0.0,-0.00,0.0,9.4,4,66.10
110515,ROLAND 2 1,D,AR,YES,2.4,0.000,1.000,57.14,-1.47,9.10,2.4,57.14,0.0,-0.00,0.0,6.9,4,60.67
110516,ROLAND 3 1,D,AR,YES,3.7,0.000,1.000,114.83,-1.48,22.57,3.7,114.83,0.0,-0.00,0.0,6.9,4,120.30
110517,ROMANCE 1 1,D,AR,YES,2.3,0.000,1.000,48.94,-1.47,15.36,2.3,48.94,0.0,0.00,0.0,4.7,4,52.33
110518,ROMANCE 2 1,D,AR,YES,2.2,0.000,1.000,25.03,-1.47,7.31,2.2,25.03,0.0,-0.00,0.0,4.7,4,28.27
110519,ROMANCE 3 1,D,AR,YES,1.8,0.000,1.000,38.66,-1.48,9.10,1.8,38.66,0.0,-0.00,0.0,4.7,4,41.32
110520,ROSE BUD 1 1,D,AR,YES,3.3,0.000,1.000,120.24,-1.47,31.46,3.3,120.24,0.0,-0.00,0.0,6.8,4,125.08
110522,ROSE BUD 2 2,D,AR,YES,2.9,0.000,1.000,132.53,-1.46,18.04,2.9,132.53,0.0,-0.00,0.0,6.8,4,136.78
110523,ROSE BUD 3 1,D,AR,YES,2.6,0.000,1.000,80.30,-1.47,9.10,2.6,80.30,0.0,0.00,0.0,6.8,4,84.11
110524,SCOTT 1 1,D,AR,YES,2.2,0.000,1.000,219.92,-1.47,71.55,2.2,219.92,0.0,-0.00,0.0,6.6,4,223.15
110525,SCOTT 2 1,D,AR,YES,2.4,0.000,1.000,76.20,-1.46,12.81,2.4,76.20,0.0,0.00,0.0,6.6,4,79.71
110526,SCOTT 3 1,D,AR,YES,3.5,0.000,1.000,44.86,-1.47,10.97,3.5,44.86,0.0,0.00,0.0,6.6,4,50.00
110527,SHERRILL 1,D,AR,YES,1.8,0.000,1.000,31.51,-1.45,9.10,1.8,31.51,0.0,-0.00,0.0,3.4,4,34.13
110528,STUTTGART 1 1,D,AR,YES,12.1,0.000,1.000,325.79,-1.47,17.29,12.1,325.79,0.0,-0.00,0.0,28.4,4,343.54
110530,STUTTGART 2 2,D,AR,YES,14.3,0.000,1.000,608.62,-1.46,9.10,14.3,608.62,0.0,-0.00,0.0,31.5,4,629.57
110531,STUTTGART 3 1,D,AR,YES,12.9,0.000,1.000,599.31,-1.47,30.99,12.9,599.31,0.0,0.00,0.0,30.5,4,618.32
110532,TUCKER 1 1,D,AR,YES,4.4,0.000,1.000,282.67,-1.46,30.00,4.4,282.67,0.0,0.00,0.0,9.8,4,289.08
110533,TUCKER 2 1,D,AR,YES,2.4,0.000,1.000,22.20,-1.45,5.48,2.4,22.20,0.0,-0.00,0.0,4.9,4,25.69
110535,WARD 1 2,D,AR,YES,8.5,0.000,1.000,819.25,-1.48,25.04,8.5,819.25,0.0,-0.00,0.0,21.5,4,831.82
110536,WARD 2 1,D,AR,YES,9.4,0.000,1.000,406.25,-1.48,15.89,9.4,406.25,0.0,0.00,0.0,21.5,4,420.16
110537,WARD 3 1,D,AR,YES,9.5,0.000,1.000,99.35,-1.48,3.18,9.5,99.35,0.0,-0.00,0.0,21.5,4,113.42
110538,LITTLE ROCK 1 1,D,AR,YES,2.9,0.000,1.000,137.06,-1.48,32.53,2.9,137.06,0.0,0.00,0.0,5.4,4,141.35
110539,LITTLE ROCK 2 1,D,AR,YES,27.7,0.000,1.000,2264.93,-1.48,28.66,27.7,2264.93,0.0,-0.00,0.0,64.5,4,2305.95
110540,LITTLE ROCK 3 1,D,AR,YES,29.4,0.000,1.000,712.44,-1.48,9.10,29.4,712.44,0.0,0.00,0.0,64.5,4,755.98
110542,LITTLE ROCK 4 2,D,AR,YES,33.3,0.000,1.000,2510.15,-1.47,30.60,33.3,2510.15,0.0,-0.00,0.0,64.5,4,2559.05
110544,LITTLE ROCK 5 2,D,AR,YES,28.0,0.000,1.000,1008.90,-1.48,14.18,28.0,1008.90,0.0,0.00,0.0,64.5,4,1050.34
110545,LITTLE ROCK 6 1,D,AR,YES,22.7,0.000,1.000,274.90,-1.48,8.88,22.7,274.90,0.0,-0.00,0.0,45.7,4,308.50
110547,LITTLE ROCK 7 2,D,AR,YES,22.7,0.000,1.000,513.95,-1.48,16.05,22.7,513.95,0.0,0.00,0.0,45.7,4,547.55
110548,LITTLE ROCK 8 1,D,AR,YES,21.4,0.000,1.000,611.39,-1.48,12.64,21.4,611.39,0.0,0.00,0.0,45.7,4,643.02
110549,LITTLE ROCK 9 1,D,AR,YES,18.6,0.000,1.000,261.45,-1.48,7.57,18.6,261.45,0.0,0.00,0.0,45.7,4,288.99
110550,LITTLE ROCK 10 1,D,AR,YES,12.7,0.000,1.000,363.51,-1.47,9.10,12.7,363.51,0.0,-0.00,0.0,27.4,4,382.21
110551,LITTLE ROCK 11 1,D,AR,YES,11.1,0.000,1.000,234.57,-1.48,9.35,11.1,234.57,0.0,0.00,0.0,27.4,4,250.99
110552,LITTLE ROCK 12 1,D,AR,YES,18.9,0.000,1.000,526.20,-1.47,9.10,18.9,526.20,0.0,0.00,0.0,42.3,4,554.08
110553,LITTLE ROCK 13 1,D,AR,YES,21.0,0.000,1.000,376.73,-1.47,9.10,21.0,376.73,0.0,-0.00,0.0,42.3,4,407.62
110554,LITTLE ROCK 14 1,D,AR,YES,19.9,0.000,1.000,495.23,-1.48,9.10,19.9,495.23,0.0,0.00,0.0,42.3,4,524.70
110555,LITTLE ROCK 15 1,D,AR,YES,14.5,0.000,1.000,860.37,-1.47,9.10,14.5,860.37,0.0,-0.00,0.0,42.3,4,881.67
110556,LITTLE ROCK 16 1,D,AR,YES,10.0,0.000,1.000,535.04,-1.48,48.25,10.0,535.04,0.0,-0.00,0.0,33.6,4,549.82
110557,LITTLE ROCK 17 1,D,AR,YES,14.6,0.000,1.000,437.11,-1.48,12.35,14.6,437.11,0.0,-0.00,0.0,33.6,4,458.69
110559,LITTLE ROCK 18 2,D,AR,YES,16.4,0.000,1.000,679.45,-1.48,24.44,16.4,679.45,0.0,0.00,0.0,33.6,4,703.68
110560,COLT 1 1,D,AR,YES,3.1,0.000,1.000,21.61,-1.51,3.18,3.1,21.61,0.0,-0.00,0.0,6.0,4,26.28
110561,COLT 2 1,D,AR,YES,2.4,0.000,1.000,47.66,-1.51,9.10,2.4,47.66,0.0,-0.00,0.0,6.0,4,51.27
110562,COLT 3 1,D,AR,YES,2.8,0.000,1.000,63.01,-1.51,9.10,2.8,63.01,0.0,-0.00,0.0,6.0,4,67.23
110563,EARLE 1 1,D,AR,YES,3.1,0.000,1.000,112.00,-1.50,31.82,3.1,112.00,0.0,-0.00,0.0,8.4,4,116.66
110565,EARLE 2 2,D,AR,YES,3.3,0.000,1.000,109.22,-1.50,9.10,3.3,109.22,0.0,0.00,0.0,8.4,4,114.18
110566,EARLE 3 1,D,AR,YES,3.5,0.000,1.000,285.79,-1.50,30.93,3.5,285.79,0.0,-0.00,0.0,9.3,4,291.05
110567,HELENA 1 1,D,AR,YES,6.7,0.000,1.000,162.36,-1.51,11.04,6.7,162.36,0.0,0.00,0.0,14.6,4,172.45
110568,HELENA 2 1,D,AR,YES,6.4,0.000,1.000,191.96,-1.51,9.38,6.4,191.96,0.0,0.00,0.0,14.6,4,201.60
110569,HELENA 3 1,D,AR,YES,11.7,0.000,1.000,397.51,-1.51,9.10,11.7,397.51,0.0,-0.00,0.0,24.3,4,415.15
110570,HICKORY RIDGE 1,D,AR,YES,3.2,0.000,1.000,54.14,-1.50,9.10,3.2,54.14,0.0,0.00,0.0,6.5,4,58.95
110571,HUGHES 1 1,D,AR,YES,3.2,0.000,1.000,86.08,-1.51,14.25,3.2,86.08,0.0,0.00,0.0,6.9,4,90.91
110572,HUGHES 2 1,D,AR,YES,4.2,0.000,1.000,250.31,-1.51,35.73,4.2,250.31,0.0,-0.00,0.0,6.9,4,256.66
110573,HUGHES 3 1,D,AR,YES,3.1,0.000,1.000,114.56,-1.51,30.17,3.1,114.56,0.0,-0.00,0.0,6.9,4,119.24
110574,LEXA 1 1,D,AR,YES,3.1,0.000,1.000,218.45,-1.51,30.00,3.1,218.45,0.0,-0.00,0.0,7.3,4,223.12
110575,LEXA 2 1,D,AR,YES,3.9,0.000,1.000,99.76,-1.51,9.10,3.9,99.76,0.0,0.00,0.0,8.4,4,105.64
110576,MADISON 3 1,D,AR,YES,1.1,0.000,1.000,33.76,-1.51,9.10,1.1,33.76,0.0,0.00,0.0,3.1,4,35.42
110577,MARIANNA 1 1,D,AR,YES,8.0,0.000,1.000,64.63,-1.51,3.18,8.0,64.63,0.0,-0.00,0.0,17.1,4,76.68
110579,MARIANNA 2 2,D,AR,YES,5.8,0.000,1.000,109.82,-1.51,14.28,5.8,109.82,0.0,-0.00,0.0,18.3,4,118.55
110580,MARIANNA 3 1,D,AR,YES,7.7,0.000,1.000,494.32,-1.51,14.75,7.7,494.32,0.0,0.00,0.0,17.1,4,505.92
110581,MARKED TREE 1 1,D,AR,YES,4.1,0.000,1.000,182.40,-1.50,9.56,4.1,182.40,0.0,0.00,0.0,8.5,4,188.56
110582,MARKED TREE 2 1,D,AR,YES,3.8,0.000,1.000,172.59,-1.50,36.27,3.8,172.59,0.0,0.00,0.0,8.3,4,178.30
110583,MELLWOOD 1,D,AR,YES,0.7,0.000,1.000,10.30,-1.50,3.18,0.7,10.30,0.0,-0.00,0.0,1.4,4,11.35
110584,MORO 1 1,D,AR,YES,1.9,0.000,1.000,23.95,-1.51,3.18,1.9,23.95,0.0,-0.00,0.0,3.3,4,26.81
110585,MORO 2 1,D,AR,YES,1.8,0.000,1.000,43.41,-1.51,9.10,1.8,43.41,0.0,0.00,0.0,4.2,4,46.12
110586,MORO 3 1,D,AR,YES,1.6,0.000,1.000,38.61,-1.51,9.10,1.6,38.61,0.0,0.00,0.0,3.3,4,41.02
110587,PARKIN 1 1,D,AR,YES,1.6,0.000,1.000,35.03,-1.50,12.75,1.6,35.03,0.0,-0.00,0.0,3.5,4,37.43
110588,PARKIN 2 1,D,AR,YES,3.7,0.000,1.000,44.96,-1.50,6.73,3.7,44.96,0.0,0.00,0.0,7.1,4,50.53
110589,POPLAR GROVE 1 1,D,AR,YES,1.4,0.000,1.000,88.90,-1.51,26.53,1.4,88.90,0.0,0.00,0.0,2.8,4,91.01
110590,TURRELL 1 1,D,AR,YES,3.4,0.000,1.000,79.09,-1.50,17.18,3.4,79.09,0.0,-0.00,0.0,5.9,4,84.20
110591,TURRELL 2 1,D,AR,YES,1.2,0.000,1.000,33.30,-1.50,9.10,1.2,33.30,0.0,0.00,0.0,2.6,4,35.10
110593,WEST HELENA 1 2,D,AR,YES,11.3,0.000,1.000,233.95,-1.51,11.15,11.3,233.95,0.0,-0.00,0.0,26.4,4,250.96
110594,WEST HELENA 2 1,D,AR,YES,9.3,0.000,1.000,476.31,-1.51,9.10,9.3,476.31,0.0,-0.00,0.0,24.1,4,490.33
110595,WEST HELENA 3 1,D,AR,YES,4.4,0.000,1.000,251.93,-1.51,31.96,4.4,251.93,0.0,0.00,0.0,24.1,4,258.55
110596,WIDENER 1,D,AR,YES,2.5,0.000,1.000,68.97,-1.51,9.74,2.5,68.97,0.0,-0.00,0.0,6.1,4,72.74
110597,WYNNE 1 1,D,AR,YES,17.8,0.000,1.000,134.54,-1.51,3.18,17.8,134.54,0.0,-0.00,0.0,36.3,4,161.35
110598,WYNNE 2 1,D,AR,YES,16.2,0.000,1.000,672.11,-1.51,33.35,16.2,672.11,0.0,-0.00,0.0,36.3,4,696.49
110600,WYNNE 3 2,D,AR,YES,15.3,0.000,1.000,830.90,-1.51,24.13,15.3,830.90,0.0,-0.00,0.0,36.3,4,853.93
110601,BONO 1 1,D,AR,YES,6.9,0.000,1.000,184.81,-1.50,9.10,6.9,184.81,0.0,0.00,0.0,15.3,4,195.15
110602,BONO 2 1,D,AR,YES,7.6,0.000,1.000,247.33,-1.50,25.79,7.6,247.33,0.0,0.00,0.0,15.3,4,258.74
110603,BONO 3 1,D,AR,YES,6.1,0.000,1.000,169.99,-1.50,10.74,6.1,169.99,0.0,0.00,0.0,15.3,4,179.13
110604,CASH 1,D,AR,YES,1.3,0.000,1.000,43.85,-1.50,19.78,1.3,43.85,0.0,-0.00,0.0,4.5,4,45.80
110605,DELAPLAINE 1,D,AR,YES,1.3,0.000,1.000,47.02,-1.50,9.10,1.3,47.02,0.0,0.00,0.0,3.6,4,48.97
110606,FISHER 1 1,D,AR,YES,2.3,0.000,1.000,19.13,-1.50,3.18,2.3,19.13,0.0,-0.00,0.0,4.7,4,22.58
110607,HARRISBURG 2 1,D,AR,YES,7.8,0.000,1.000,226.10,-1.50,28.26,7.8,226.10,0.0,0.00,0.0,17.1,4,237.82
110608,HARRISBURG 3 1,D,AR,YES,7.1,0.000,1.000,171.06,-1.50,14.63,7.1,171.06,0.0,-0.00,0.0,17.1,4,181.72
110610,HARRISBURG 4 2,D,AR,YES,5.9,0.000,1.000,228.70,-1.50,28.15,5.9,228.70,0.0,0.00,0.0,17.1,4,237.56
110611,KNOBEL 1,D,AR,YES,1.8,0.000,1.000,48.00,-1.50,9.10,1.8,48.00,0.0,0.00,0.0,3.4,4,50.71
110612,LAKE CITY 1 1,D,AR,YES,6.7,0.000,1.000,60.33,-1.50,3.18,6.7,60.33,0.0,0.00,0.0,18.9,4,70.38
110613,LAKE CITY 2 1,D,AR,YES,5.0,0.000,1.000,51.22,-1.50,3.18,5.0,51.22,0.0,-0.00,0.0,13.8,4,58.73
110614,MONETTE 1 1,D,AR,YES,2.5,0.000,1.000,24.38,-1.50,3.95,2.5,24.38,0.0,-0.00,0.0,5.2,4,28.14
110615,MONETTE 2 1,D,AR,YES,2.6,0.000,1.000,81.45,-1.50,9.10,2.6,81.45,0.0,-0.00,0.0,5.2,4,85.35
110617,PARAGOULD 1 2,D,AR,YES,30.8,0.000,1.000,1139.84,-1.50,31.52,30.8,1139.84,0.0,-0.00,0.0,71.5,4,1186.07
110621,PARAGOULD 2 2,D,AR,YES,39.1,0.000,1.000,1599.27,-1.50,10.44,39.1,1599.27,0.0,0.00,0.0,71.5,4,1657.98
110623,PARAGOULD 3 2,D,AR,YES,32.4,0.000,1.000,879.42,-1.50,12.54,32.4,879.42,0.0,0.00,0.0,71.5,4,928.03
110627,PARAGOULD 4 4,D,AR,YES,37.9,0.000,1.000,1520.63,-1.50,30.80,37.9,1520.63,0.0,-0.00,0.0,71.5,4,1577.43
110628,POLLARD 1 1,D,AR,YES,1.2,0.000,1.000,17.54,-1.50,3.18,1.2,17.54,0.0,0.00,0.0,3.4,4,19.34
110629,POLLARD 2 1,D,AR,YES,1.4,0.000,1.000,55.13,-1.50,24.91,1.4,55.13,0.0,0.00,0.0,3.3,4,57.24
110630,POWHATAN 1,D,AR,YES,3.4,0.000,1.000,143.78,-1.50,23.67,3.4,143.78,0.0,0.00,0.0,6.8,4,148.88
110631,RAVENDEN SPRINGS 1,D,AR,YES,1.9,0.000,1.000,134.08,-1.46,34.94,1.9,134.08,0.0,-0.00,0.0,4.4,4,136.86
110632,RECTOR 1 1,D,AR,YES,3.2,0.000,1.000,362.15,-1.50,87.81,3.2,362.15,0.0,-0.00,0.0,10.0,4,366.96
110633,RECTOR 2 1,D,AR,YES,5.2,0.000,1.000,212.14,-1.50,21.49,5.2,212.14,0.0,-0.00,0.0,10.0,4,219.95
